obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"406.0923"	"406.0924"	"390"	""		"18159.040"	"42777.023"	"5s.4d"	"3D"	"1"	"5s.6f"	"3F*"	"2"		""	"L4447"	
"407.0718"	"407.0717"	"440"	""		"18218.784"	"42777.547"	"5s.4d"	"3D"	"2"	"5s.6f"	"3F*"	"3"		""	"L4447"	
"407.0805"	"407.0804"	"360"	""		"18218.784"	"42777.023"	"5s.4d"	"3D"	"2"	"5s.6f"	"3F*"	"2"		""	"L4447"	
"407.6147"	"407.6146"	"410"	""		"20149.685"	"44675.737"	"5s.4d"	"1D"	"2"	"5s.12p"	"1P*"	"1"		""	"L4447"	
"408.7344"	"408.73442"	"340r"	""		"18319.261"	"42778.121"	"5s.4d"	"3D"	"3"	"5s.6f"	"3F*"	"4"		""	"L7362"	
"408.7442"	"408.7440"	"290"	""		"18319.261"	"42777.547"	"5s.4d"	"3D"	"3"	"5s.6f"	"3F*"	"3"		""	"L4447"	
"409.6063"	"409.6064"	"500"	""		"20149.685"	"44556.48"	"5s.4d"	"1D"	"2"	"5s.9f"	"1F*"	"3"		""	"L4447"	
"412.8213"	"412.8211"	"500"	""		"20149.685"	"44366.42"	"5s.4d"	"1D"	"2"	"5s.11p"	"1P*"	"1"		""	"L4447"	
"415.8526"	"415.8526"	"600"	""		"20149.685"	"44189.889"	"5s.4d"	"1D"	"2"	"5s.8f"	"1F*"	"3"		""	"L4447"	
"418.5424"	"418.54204"	"520"	""		"21698.452"	"45584.1831"	"5s.5p"	"1P*"	"1"	"5s.20d"	"1D"	"2"		""	"L4447"	
"419.2777"	"419.27733"	"530"	""		"21698.452"	"45542.2955"	"5s.5p"	"1P*"	"1"	"5s.19d"	"1D"	"2"		""	"L4447"	
"419.3148"	"419.31414"	"320"	""		"21698.452"	"45540.2024"	"5s.5p"	"1P*"	"1"	"5s.20s"	"1S"	"0"		""	"L4447"	
"420.1534"	"420.15285"	"500"	""		"21698.452"	"45492.6101"	"5s.5p"	"1P*"	"1"	"5s.18d"	"1D"	"2"		""	"L4447"	
"420.2209"	"420.22039"	"430"	""		"21698.452"	"45488.7860"	"5s.5p"	"1P*"	"1"	"5s.19s"	"1S"	"0"		""	"L4447"	
"420.2522"	"420.2525"	"190"	""		"20149.685"	"43938.201"	"5s.4d"	"1D"	"2"	"5s.10p"	"1P*"	"1"		""	"L7362"	
"420.3780"	"420.378"	"320"	""		"21698.452"	"45479.88"	"5s.5p"	"1P*"	"1"	"5s.18d"	"3D"	"2"		""	"L4447"	
"421.2036"	"421.20328"	"700"	""		"21698.452"	"45433.2717"	"5s.5p"	"1P*"	"1"	"5s.17d"	"1D"	"2"		""	"L4447"	
"421.3230"	"421.32259"	"440"	""		"21698.452"	"45426.5505"	"5s.5p"	"1P*"	"1"	"5s.18s"	"1S"	"0"		""	"L4447"	
"421.4246"	"421.424"	"440"	""		"21698.452"	"45420.84"	"5s.5p"	"1P*"	"1"	"5s.17d"	"3D"	"2"		""	"L4447"	
"422.4698"	"422.46964"	"700"	""		"21698.452"	"45362.1272"	"5s.5p"	"1P*"	"1"	"5s.16d"	"1D"	"2"		""	"L4447"	
"422.6771"	"422.680"	"450"	""		"21698.452"	"45350.35"	"5s.5p"	"1P*"	"1"	"5s.16d"	"3D"	"2"		""	"L4447"	
"422.6826"	"422.68216"	"450"	""		"21698.452"	"45350.2296"	"5s.5p"	"1P*"	"1"	"5s.17s"	"1S"	"0"		""	"L4447"	
"424.0010"	"424.001"	"600"	""		"21698.452"	"45276.65"	"5s.5p"	"1P*"	"1"	"5s.15d"	"3D"	"2"		""	"L4447"	
"424.2399"	"424.23569"	"600"	""		"21698.452"	"45263.6196"	"5s.5p"	"1P*"	"1"	"5s.15d"	"1D"	"2"		""	"L4447"	
"424.3868"	"424.38679"	"500"	""		"21698.452"	"45255.2295"	"5s.5p"	"1P*"	"1"	"5s.16s"	"1S"	"0"		""	"L4447"	
"425.2939"	"425.2939"	"700"	"7.7e+06"	C	"20149.685"	"43656.219"	"5s.4d"	"1D"	"2"	"5s.7f"	"1F*"	"3"		"T5363"	"L4447"	
"425.8745"	"425.8739"	"240"	""		"20149.685"	"43624.205"	"5s.4d"	"1D"	"2"	"5s.7f"	"3F*"	"3"		""	"L4447"	
"425.9013"	"425.901"	"420"	""		"21698.452"	"45171.49"	"5s.5p"	"1P*"	"1"	"5s.14d"	"3D"	"2"		""	"L4447"	
"426.232"	"426.23151"	"700"	""		"21698.452"	"45153.2785"	"5s.5p"	"1P*"	"1"	"5s.14d"	"1D"	"2"		""	"L4447"	
"426.5660"	"426.56532"	"500"	""		"21698.452"	"45134.9242"	"5s.5p"	"1P*"	"1"	"5s.15s"	"1S"	"0"		""	"L4447"	
"428.8145"	"428.81403"	"600"	""		"21698.452"	"45012.0249"	"5s.5p"	"1P*"	"1"	"5s.13d"	"1D"	"2"		""	"L4447"	
"429.4148"	"429.41397"	"600"	""		"21698.452"	"44979.4540"	"5s.5p"	"1P*"	"1"	"5s.14s"	"1S"	"0"		""	"L4447"	
"430.8105"	"430.8100"	"700h"	""		"18159.040"	"41364.602"	"5s.4d"	"3D"	"1"	"5s.5f"	"3F*"	"2"		""	"L7362"	
"431.3182"	"431.3157"	"110h"	"1.3e+07"	C'	"20149.685"	"43328.04"	"5s.4d"	"1D"	"2"	"5s.9p"	"1P*"	"1"		"T5960"	"L7362"	
"431.9053"	"431.9056"	"900h"	""		"18218.784"	"41365.482"	"5s.4d"	"3D"	"2"	"5s.5f"	"3F*"	"3"		""	"L7362"	
"431.9220"	"431.9220"	"340"	""		"18218.784"	"41364.602"	"5s.4d"	"3D"	"2"	"5s.5f"	"3F*"	"2"		""	"L4447"	
"432.1953"	"432.19475"	"600"	""		"21698.452"	"44829.6648"	"5s.5p"	"1P*"	"1"	"5s.12d"	"1D"	"2"		""	"L4447"	
"432.6445"	"432.64449"	"300"	"3.1e+06"	A'	"14317.507"	"37424.675"	"5s.5p"	"3P*"	"0"	"5s.7s"	"3S"	"1"		"T5178"	"L7362"	
"433.2439"	"433.24353"	"600"	""		"21698.452"	"44773.6707"	"5s.5p"	"1P*"	"1"	"5s.13s"	"1S"	"0"		""	"L4447"	
"433.7664"	"433.766"	"1100h"	""		"18319.261"	"41366.67"	"5s.4d"	"3D"	"3"	"5s.5f"	"3F*"	"4"		""	"L7362"	
"433.7891"	"433.7887"	"420"	""		"18319.261"	"41365.482"	"5s.4d"	"3D"	"3"	"5s.5f"	"3F*"	"3"		""	"L4447"	
"434.075"	"434.07205"	"700"	""		"21698.452"	"44729.627"	"5s.5p"	"1P*"	"1"	"4d2"	"3P"	"2"		""	"L3942"	
"436.1710"	"436.17110"	"800"	"9.7e+06"	B+	"14504.334"	"37424.675"	"5s.5p"	"3P*"	"1"	"5s.7s"	"3S"	"1"		"T5178"	"L7362"	
"436.620"	"436.60681"	""	""		"21698.452"	"44595.920"	"5s.5p"	"1P*"	"1"	"4d2"	"3P"	"1"		""	"L3942"	
"436.9365"	"436.93562"	"700"	""		"21698.452"	"44578.6890"	"5s.5p"	"1P*"	"1"	"5s.11d"	"1D"	"2"		""	"L4447"	
"437.947"	"437.94725"	"680"	""		"21698.452"	"44525.838"	"5s.5p"	"1P*"	"1"	"4d2"	"3P"	"0"		""	"L3942"	
"438.5820"	"438.58135"	"800"	""		"21698.452"	"44492.8348"	"5s.5p"	"1P*"	"1"	"5s.12s"	"1S"	"0"		""	"L4447"	
"439.286"	"439.286"	""	""		"21698.452"	"44456.25"	"5s.5p"	"1P*"	"1"	"5s.12s"	"3S"	"1"		""	"L3942"	
"440.6009"	"440.6009"	"410"	"1.2e+07"	C	"20149.685"	"42839.589"	"5s.4d"	"1D"	"2"	"5s.6f"	"1F*"	"3"		"T5363"	"L4447"	
"441.2621"	"441.26220"	"160"	""		"14504.334"	"37160.234"	"5s.5p"	"3P*"	"1"	"5p2"	"1S"	"0"		""	"L7362"	
"441.8087"	"441.8090"	"400"	""		"20149.685"	"42777.547"	"5s.4d"	"1D"	"2"	"5s.6f"	"3F*"	"3"		""	"L4447"	
