obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"581.2440"	"581.24400"	"470D"	"2.0e+06"	D+	"0.000"	"17199.710"	"6d.7s2"	"2D"	"3/2"	"6d.7s.(3D).7p"	"4D*"	"1/2"		"T10105"	"L7344"	
"583.0549"	"583.05565"	"150"	"1.13e+07"	C	"9863.589"	"27009.857"	"6d2.(3F).7s"	"4F"	"5/2"	"6d2.(3F).7p"	"4G*"	"5/2"		"T10463"	"L7344"	
"595.2860"	""	"110c"	""		""	""	""	""	""	""	""	""		""	"L7344"	
"595.7470"	"595.74636"	"200c"	""		"2231.432"	"19012.450"	"6d.7s2"	"2D"	"5/2"	"6d.7s.(3D).7p"	"2D*"	"3/2"		""	"L7344"	
"602.6140"	"602.6151"	"110c"	""		"14940.714"	"31530.46"	"6d.7s.(3D).7p"	"4F*"	"5/2"	"7s2.7d"	"2D"	"3/2"		""	"L7344"	
"610.9980"	""	"65c"	""		""	""	""	""	""	""	""	""		""	"L7344"	
"615.4330"	"615.4332"	"150c"	"1.14e+07"	B	"17683.869"	"33928.090"	"6d.7s.(3D).7p"	"4F*"	"7/2"	"6d.7s.(3D).8s"	"4D"	"7/2"		"T10463"	"L7344"	
"617.0180"	"617.0196"	"68c"	"1.6e+06"	E	"9863.589"	"26066.045"	"6d2.(3F).7s"	"4F"	"5/2"	"6d.7s.(1D).7p"	"2P*"	"3/2"		"T10463"	"L7344"	
"625.7120"	"625.7117"	"60c"	"9.99e+06"	B	"17950.709"	"33928.090"	"6d.7s.(3D).7p"	"2D*"	"5/2"	"6d.7s.(3D).8s"	"4D"	"7/2"		"T10463"	"L7344"	
"627.5669"	"627.56624"	"140cs"	"9.e+05"	E	"10906.027"	"26836.194"	"6d2.(3F).7s"	"4F"	"7/2"	"6d.7s.(1D).7p"	"2D*"	"5/2"		"T10463"	"L7344"	
"634.0100"	"634.0104"	"200cs"	"1.52e+07"	B	"17683.869"	"33452.12"	"6d.7s.(3D).7p"	"4F*"	"7/2"	"6d.7s.(3D).8s"	"4D"	"5/2"		"T10463"	"L7344"	
"635.9860"	"635.98574"	"4800c"	"7.6e+06"	C	"2231.432"	"17950.709"	"6d.7s2"	"2D"	"5/2"	"6d.7s.(3D).7p"	"2D*"	"5/2"		"T10105"	"L7344"	
"644.7821"	"644.78199"	"480c"	"8.e+05"	E	"2231.432"	"17736.265"	"6d.7s2"	"2D"	"5/2"	"6d.7s.(3D).7p"	"4D*"	"3/2"		"T10463"	"L7344"	
"646.9682"	"646.9683"	"730cl"	"1.2e+06"	D+	"2231.432"	"17683.869"	"6d.7s2"	"2D"	"5/2"	"6d.7s.(3D).7p"	"4F*"	"7/2"		"T10105"	"L7344"	
"661.8190"	"661.8188"	"210"	""		"9863.589"	"24969.294"	"6d2.(3F).7s"	"4F"	"5/2"	"6d.7s.(3D).7p"	"2F*"	"7/2"		""	"L7344"	
"669.1270"	"669.12731"	"5000cl"	"3.8e+06"	D+	"0.000"	"14940.714"	"6d.7s2"	"2D"	"3/2"	"6d.7s.(3D).7p"	"4F*"	"5/2"		"T10463"	"L7344"	
"729.0396"	"729.0394"	"2400c"	"2.38e+06"	B+	"0.000"	"13712.902"	"6d.7s2"	"2D"	"3/2"	"6d.7s.(3D).7p"	"4F*"	"3/2"		"T10105n,T10228"	"L21471,L7344"	
